label,text
1,my boys loved it way better quality than the ones we purchased from target and broke within month
0,the keyboard is really nice but in the past weeks it doesn pick up charge anymore tried different chargers and it doesn work
1,love the led lights connects quickly the rechargeable feature is great until you forget to recharge
0,nice
1,the mouse performs just like it states perfect design smooth scrolling and quality product 
0,just garbage do not waste your money it is not working after couple of weeks 
1,the best headset it is really good 
1,works wonderful
0,this keyboard met all my expectations 
1,super great sound and durable great for the beach any family outing we love this speaker 
1,this headset worked well until just outside the return window worked great when it wasn broken don trust the stars 
0, the item buy is broken look at this
0,color is not shiny black cheap plastic material
1,the mouse is very comfortable to use sturdy and fun with the led light great quality for the price
0,shoutout bengoooooooooo
0,my input on discord comes out muffled and teammates cant hear me hear them fine but mic seem to be bad quality 
1,love it it so sleek and comfortable to use love the color and the light changing aspect 
0,came missing usb receiver 
0,i have been using for about weeks and it died it will not charge 
0,junk ordered of these at no time did have more than that worked returned twice hoping for replacements that actually worked in the end returned both suffered the restocking fee and bought bose 
1,i really love this little mouse as it is easy to use and can put it in safe mode so don have to keep recharging it and saving on having to buy batteries my laptop is used primarily for embroidery files so don use it for gaming and can address that 
1,awesome
0,the aux cable broke off inside the controller had to pick it out piece by piece normal use this should have remained intact with basic gaming 
0,sounds is decent can hear other crisp and clear if you want the lights to work plug in the usb long cable so you aren tied so close to your device controller 
1,these are very good for the low price tag my son loves them 
0,they didn light up disappointing for my little guy 
0,fully charged would work with the mouse for hour minutes and then it would lag and hardly move or not move at all fully charged kept having to switch usb ports to get it working again which worked sometimes but then it again would get stuck lag or stop working have the latest mac software what don have is time for this mouse returned it bought another wireless usb mouse from another company that works perfectly 
1,just got this last night for my new acer when plugged in the mouse the curser just jumps around with usb or usb plug it zig zags across the screen when trying to move in straight line it stops just short of moving to the edges of the screen and you have to move it gently to get it to go anywhere with precision charged it overnight and same results this morning adjusted the dpi with the button and it just jumps faster around the screen tried troubleshooting but can use any other mouse in my house and they work just fine so will be returning this mouse and purchasing something that works 
0,my first concern is that it does not give you warning when it needs recharging it just dies out if you are using your usb for something else you have to stop what you are doing to plug in the mouse second the charge does not last long very frustrating and now the most important it died just stopped working oh well so much for fancy going back to battery operated mouse 
1,sone loves it
1,fits well to contour of hand withstands multiple drops to the floor battery lasts quite while after charging color changing is pretty 
1,great product used it on the beach all summer long never failed load clear and crisp loved it we now have one for me and one for me daughter 
0,the dpi sensor stopped working after couple of days don buy it
0,great at first then after month it stopped working it like the battery was weak and it was slow to respond to movement and felt sticky do not recommend 
0,nice mouse but would not charge after single use tried with the usb on the computer other usb chargers even switched their cord out 
0,i surprised how highly rated this keyboard is given that the space bar isn quiet as advertised this isn manufacturing defect it the actual design besides that problem the enter key is whole key further away compared to most keyboards found myself repeatedly pressing where the key should be but that place is occupied by the backslash another problem is that in ubuntu the keyboard shortcut for create new folder doesn work on this keyboard 
1,very nice my son loves them 
0,worth it
0,trash bought it to play final fantasy which working dad so don get to play too much it spends most of its time on the dresser plugged in to ps left it on few times and now it stopped working all together buy at your own risk 
1,i ordered two pairs of these headphones one for me and another for my brother not even two weeks and they ve already ran their course at first they were bit tight on the head enough to give headaches if not removed after few hours this eventually eased up as the first week went on the real issue came in for us days after first using them like many others have been saying here one day the mic was fine and the next day all of sudden its quality was way lower than what it was prior audio then coming through lot more stuffy and the mic having hard time picking up any sounds at all only when cranked up the decibel settings to max it was able to pick up feint sounds one of them still works fine on our xbox but when it comes to pc they re both on the way out already will most definitely be looking elsewhere for our tech needs in the future 
1,the headset is comfortable the sound is great quality 
1,nice speaker good range for bluetooth connection can go good ways away and it still works 
1,i used this for gaming and it pretty awesome the noises hear when playing games like apex are outstanding
0,this mouse didn last month the buttons broke and the seller will not replace it waste of money do not buy
0,sound reflects lot don be fooled by the image
0, year old grandson is thrilled with the speaker and he has more discerning music ear 
0,the things hate about this keyboard were mentioned in the reviews but overlooked them this product is not made in the usa even though there is an american flag displayed suggesting it is the supplied cable is only feet long and does not insert fully into the keyboard so factor in the price of foot cable that does insert as had to do finally the keyboard lights time out after minute of non use even if you leave it plugged in and battery life is not an issue 
0,update seller realized left star review and is now spamming me with gift card bribes to remove it if you are wondering how product with so many bad reviews somehow has over star rating it because they bribe buyers with gift cards to delete bad reviews or change them to stars original review purchased bengoo but the headset came in butfulake gh box pics attached no user manual included my mousepad came with more troubleshooting instructions for some reason gaming headset needed both usb plug and an audio jack good ones only need usb my windows pc didn recognize the usb when plugged in all other usb headsets in my household work fine with the same pc the blue ear lights go on but no audio or microphone available apparently you have to use the audio jack to make the sound work but still no working microphone with non functioning usb plug someone clearly tried to pass off their broken leftovers as new no idea how this seller and product became an amazon choice with strong customer ratings very scammy experience serves me right for trying to go cheap on electronics already started the return process 
1,my son is rough on headsets so this is great headset for him without being too expensive they are really durable and the sound quality is really nice 
1, wish would have seen the video from another reviewer with the white mouse before purchased the white one don like the fact that the light is visible throughout the whole mouse assumed it would just be line of light that circles the mouse as shown in the sellers pictures if you like the look of the whole mouse lighting up as shown in the video then this is the mouse for you overall do like the mouse and don want to deal with exchanging planned on getting the mint and should have gone with my instincts it glides smoothly and the clicks are slient won be returning it because do like it but just diappointed the white one was not as shown described
0,i liked this product until is stopped working months later 
1,you can turn off the colors it lights up the entire time you re using it bought the white mouse of this brand and love that one
0,i had the mouse charging all weekend when returned to work monday morning smelled something hot but no one else smelled anything went to unplug my mouse and my cord was so hot couldn even touch it the entire cord melted and the wires had burned through the rubber coating very easily could have caught my computer on fire do not buy this mouse unless you have great fire insurance 
0,the mouse does not hold charge it goes dead within hours 
0,my fianc got me this as birthday gift and of course now just outside of the return window my mic doesn work so no one can hear me when we playing together and the headset doesn light up either very disappointed as now have headset that serves no purpose to me and can return 
0,or should say worked well it stopped working after like weeks 
1,the one currently using has been dropped number of times is currently wrapped with scotch tape wanted new one in the event the older one gives up quits on me and with this newer sleeker one it has splace for the usb connector to be stored for travel purposes on the underside of the mouse another great feature think 
1,good bass and sound quality easy remote comfortable and game for like hrs at time sometimes 
1,i love that do not need batteries it recharges fairly quick slim design fits my had perfectly also love can turn it off 
0,unfortunately it been months and now it useless and unresponsive going to have to get rid of it now and get new one guess you get what you pay for 
1,tiny body with great performance sound loud enough deep enough slightly weak in high tones but not big problem 
0,the mic is too soft and my friends say sound muffled all the time its worse than the mic previously had and wish could get refund but don know have the time to do returns since am traveling around now messed with my sound settings to try and increase the volume but it didn change anything 
1,i am not using it for gaming but think its cute and love the colors just wish it was little bighter 
0,loved it while it worked yet here we are two months later and it literally just stopped working ve tried multiple usb ports to no avail guess you get what you pay for
0,these headphones were comfortable had great quality sound and was convenient what didn like however is that you cannot change the cable on the headset after couple of months the wire that connects to the audio jack was so weak it stops working would keep using these headphones if it wasn for the fact that you cannot ever change the cable if it gets damaged 
1,great product already own wired version of this exact keyboard was so happy with it bought the wireless version both keyboards are in use today and wonderful don hesitate this is the keyboard for you 
0,great if you re looking for cheap headset the sound quality and audio is poor however 
1,my husband loves these 
1,work perfect for my year old great sound mic is easy to move use they don feel or look cheap which is great for kids since they don break the bank either definitely recommend 
1,my son uses these headphones for pc games the head phones arrived quickly they work great and have great noise canceling capabilities the blue lights are also an added extra for year old boy 
0,i have now purchased two jbl bluetooth speakers wrote to jbl about the first one not holding charge for even half of the advertised time never heard back my second purchase does not hold charge for half the time advertised either my jbl flip purchased from amazon in july have only ever held hour charge it supposed to hold charge for hours reluctantly purchased another one but figured my flip was dud have friends that say their charges hold charges for long time jbl charge from amazon in april my charge only hold charge for about hours it supposed to hold charge up to hours the fact that these speakers do not hold charger for as long as they are supposed defeats the purpose can use them on trips or in the woods like should be able to as they need to be charged frequently bring my charge outside when garden and it dies before my day is over and have to connect it to power source was wondering why my charge didn sound as good or was as loud as some had heard before and now realize it because it not built the same as the charge 
1, love this speaker going to buy second one so can pair them together
0,comfort
1,i like the headphones unfortunately the wire was too short for the lights to be plugged in to the usb port and the controller on my ps the usb plugin for the lights was about long and the rest of the cord was longer but the sound was great do have to keep one side off my ear because need to be able to hear other things in the house definitely comfortable 
1,my son loves this headset it was his favorite birthday gift he uses it everyday to communicate with other online gamers this has been his only source of socializing with other kids since the pandemic started it quality headset for great price he has destroyed all other headsets but this one very satisfied with this purchase just know that it only lights up when playing on pc not xbox or playstation my son doesn care though 
1,lot of good sound quality from little size perfect fit in my bike beach basket 
0,could not get product to work and the cord was too long
0,one of the sides of the headset doesnt have sound lol
0,the headset was nice lookin but stopped working after days
1,this is the first day of use but the mouse looks nice got flat black like that there are no batteries charged quickly and super easy to start using its light and fits my small hand nicely the lights are nice as well and not annoying like that they can be turned off don plan on using the mouse for gaming so will not know how well it works for that sort of thing for me just basic computer work photoshop lightroom and think it will do nicely for those it seems quick and is working well even without mouse pad think it was for sure worth the price so far its nice basic mouse think 
0,highly recommended
1,its pretty much good 
1,the mouse is very easy to use and automatically connected to the computer would definitely recommend this mouse to others 
1,i have always wanted the charge after purchasing the flip now that have it love the sound can connect it with the other flip in party mode and it great can also connect thru bluetooth my laptop audio which is great for zoom meeting and streaming it great product and don feel it will disappoint 
1,i love this mouse it quiet and pretty and the battery lasts while probably charge it once maybe twice week
1,had to go through few important settings for it to work didn work off the bat but its good once figured all that out 
0,looks good however whoever designed the wiring needs to fix it spliter is short to have usb plugged into rear of ps to use lights 
1,the mic is really good teammates can hear me perfectly and video game noises are really good quality for the price the noise cancellation is unbelievable
1,its great good sound quality and style 
0,very bulky and the sound quality for what you get is not worth the price returned mine for the flip which has little less bass but ultimately it is relatively close to the same sound for less
1,i am just low key kinda gamer don have lot of money or fancy set up just fan for my gaming laptop and these they match which is really cool see photo have no complaints asked guy on roblox vc how sounded on scale from and he said if you are like me or have kids who also play games similar to me such as roblox or elite dangerous or just have general steam discord needs then would recommend this headset although its plastic it doesn feel low quality or cheap feels well made and sturdy ve dropped this think like times already and also stepped on and by mistake yanked on the cord it still working great though also the volume control and mic on and off buttons all work fine if you don game for living but want something that finally isnt junk but aren rich this in my opinion is your solution 
1,works great
1,it lights up very pretty but is very laggy doesn track very good with cursor can deal with that since use mine for work so switched back to the mouse my company sent me 
1,this wireless mouse is good size with great compatibility with my mac it great price and color matches my cover highly recommend for those that just need an everyday mouse 
1,i really like how clear the game sounds with these headphones easy to talk with my friends seems like they are in the same room 
0,bought this over the summer and it was awesome until it stopped working week ago not charging not turning on no connectivity nada nothing has helped get it working again and sickened to be throwing away almost on this piece of junk 
0,good
1,just great sound from this speaker pretty durable and water resistant too great purchase 
0,it was sleek and nice looking mouse but the usb got annoying and broke easily
0,not worth the money at all it just standard keyboard that slides all over the place and occasionally lights up missing grips and the lights won stay on longer than seconds which is why wanted it in the first place for when working at night pointless
1,very nice headset sounds are great only thing don really like is that the mic isn adjustable 
1,really nice feeling very happy with this keyboard 
1,i love it best mouse ve had 
0,the scroll broke within hours of taking out of package can still use it to open tabs but can scroll 
1,always have been fan of jbl and this little guy doesn disappoint we have of them and they produce excellent sound by the pool 
0,doesn stay charged long enough bought and both are the same sometime on down the road llput new rechargeable batteries in both and see if that is the problem they do fit nice to use and runsmooth 
1,honestly extremely better than could have hoped 
1,i have only had it for few months and some of the keys aren as responsive as they should be don think it is worth the money it is not at all ergonomic 
1,it was nice quiet mouse but about months in ve had issues charging with different and the original charging cord the charge does not last very long either really wanted to like this but will be getting new mouse only use this for work as work remote 
0,backlite goes off to fast need it to stay on for few minutes
1,it is great compact size nice features feels good in the hand like that it is rechargeable 
1,i am using this headset for gaming when got them took alittle bit to figure out that you have to have the boom mic all the way down to use it when it is up it is muted other than that am really enjoying them and worth the money 
0,wasn terrible but prefer gaming mice with at least the two buttons on the side
0,the price for such big speaker which isn too loud
0,only got to use it for month and then after that tried to charge it and but it didn charge and didn work not worth getting it doesn last long 
1,the charge was much better charge that originally bought did not have the same dynamic range and was water proof surfing paddleboarind fishing never broke charge broke times now in water and breaks up all the time
1,grandson loves it
1,love this jbl waterproof speaker sounds good and looks good if we need another portable speaker we will definitely buy this one again 
1,this worked great for the first months and then it didn work at all didn use it daily sent an email to the one provided and never got response 
0,mouse stopped working after months 
1,i love the sound quality
1,great product and great response with questions 
1,i use it for work and it amazing glides very nice am sure it would be perfect for gaming 
1,works great with the nintendo switch son loves it so far came within day of ordering 
1,for me personally the best thing about the headphones was the crystal clear mic although the noise cancellation and audio were definitely exceptional as well
1,absolutely love it so slick slim and smooth 
1,works very well with gaming love these head phones
1,love this mouse it very smooth and the battery life last pretty long the led lights are bright but not too distracting if like to game in the dark like do ended up losing the small piece that goes plugs into my computer tho wish could just order that piece also if the charger was bit longer that would be better hate trying to use the mouse while plugged in charging it has no range other than that it good buy
1,these people have been wonderful to work with purchased the keyboard and it stopped working the keyboard stopped communicating with the small usb plugin sent them an email letting them know and the replied quickly gave me some suggestion to try did so but it still did not work they were so kind and send me new keyboard right away it came in very short period of time and then followed up with me as to if received the keyboard and was there anything else they could do for me they were wonderful would not hesitate to purchase from them 
1,this headset is very light weight and quality is very good lights on side looks the headset very nice good product for your money 
1,i use this at work and it works perfectly
1,perfect
0,sound quality is amazing although the woofer is off centred and it loses the stage sound its predecessors had 
1,lights look great last long 
1,all in all great product seller was amazing fast shipping speaker has been great 
1,i am super impressed and very happy to receive an replacement key board over months after made the purchase their customer service staff is very attentive and went over trouble shoot procedures with me when that did not help they have arranged for an replacement which have received few weeks ago will definitely stay with the brand gave stars to rate gaming performance because did not use for gaming will definitely give stars for their customer services because they do care good show 
1,this mouse is great for what use it for like the rgb effects not really designed for gaming
1,i bought this mouse to replace one that had the mousewheel break to be honest loved this mouse at first the lights the feel everything however was not fan of the extra added adapter to make it usb compatible here am months after bought it and the mousewheel no longer functions on this mouse as well for some reason the companies that make these portable mouse mice cannot make one that has sturdy mouse wheel oddly enough the one thing didn like about the mouse originally became my favorite thing now that it is broken the adapter to allow me to run regular usb on usb port 
1,the sound is really good it connects to bluetooth quickly and is extremely portable love it and recommend it 
1,best headset ever noise cancellation and sound quality are awesome 
0,was good
1,of left unattended for while sleep mode works fantastic also great for gaming 
1,we can now enjoy great music while swimming in our pool just what we were looking for
1,it not too expensive and it good value for the dollar it not the world most expensive but with expensive as headsets can be these days this one is very good middle ground
0,this is the second time have ordered this mouse actually really like the mouse except for the fact that they keep breaking and have to order new one so for that reason am only going to give you two stars ordered this particular mouse only two months ago and it already broken should get my money back 
1,bought it for my wife as present and she wanted and loves it
1,the sound quality was great my year old son uses the headphones and loves the look and the lights 
1,good fit good sound purchased on sale worth it 
1,my son loves his headset would definitely order again he can hear clearly and is heard clearly 
0,the headset is nice but the cord on the actual product is different from the instructions there are two jacks one for the game controller and usb connection to power the lights if you look at the pictures the split is further down closer to the jacks than what is explained in the instructions doubt anyone would be able to use the lights unless they re sitting next to an outlet also there isn much room to use the controller if the usb is connected to power source poor design of the cord 
0,i like the items just want them to send me one that actually works but after nd one they don have that option so guess ll buy different brand that all works not just some 
0,its nice and loud but some times have bit of static in my music could just be my phone
1,everything went smoothly the mouse looks awesome and works perfect 
0,for year the mouse did well however it eventually needed charged in less time frames it finally shorted out this was my nd purchase after the first shorted out within few weeks permanent sleep mode 
1,good headset good sound quality works well with my phone 
1,after bough this speaker another friend was so impressed that he bought one too it produces great sound quality can take it in any environment beach and it has plenty volume to fill the air with nice full sound 
1,it great for the price point very impressed but the range is so short for the wireless one only ft away to play games on my tv and it doesn connect or the input is laggy
1,it fits my hand and the light show is cool 
0,i got this product for my grandson birthday too play video games 
0,bonito
0,it allows you to hear outside noise if there no audio coming through but with audio coming through it drowns out other noise very comfortable 
0,it extremely uncomfortable to use maybe if you re on trip and need something to do the job this will work definitely not for daily use gaming or work 
0,works as expected 
1,i was debating between this speaker and the ultimate ears megaboom my friend actually bought the ue megaboom at the same time bought the jbl charge can say this speaker has more bass and is louder in volume prefer the directional speakers on this there is front where sound is clearer and louder and back don love how there isn strap or loop or something to grip but did buy really cool silicone case for that has strap and doesn alter the sound 
0,there is just so much to dislike about this keyboard now that have used it for awhile first there is no indication of battery status second the on time before the lights turn off when inactive is too brief and not adjustable third the battery life is very short so it easiest just to leave it plugged in which defeats the purpose fourth the action keys for sound don connect to the computer and are therefore worthless fifth it is obnoxious that there is little divot in the enter key and the key is tucked in there it is far too easy to hit the backslash when you think you are hitting enter sixth it is cheaply made and feels flimsy am ordering from someone else and will gladly dump this one in the trash 
1,i used this product as gaming headset and is by far the best headset have bought 
0,worse sound than the charge 
1,just love it well worth the money 
0,i use for work only last about hours battery not like it specifies
1,i picked this up so could play the xbox games via the mobile cloud app they provide use this headset with my one controller via the plug to play the games enjoy and talk on chat playing my online games the headset fits wonderfully on my ears not too tight not loose however the ear coverings do not cancel out the noise as my other set does at home since this is an on the go out in the public headset consider this good thing as it lets me hear the close things happening around me and such the headset is light enough to not feel like giant weight on my head and feels sturdy enough to be durable for packing around in messenger bag with my phone and controller have thick vinal bag when traveling keep these in to keep them from getting damaged or dirty the sound is adequate on these don expect phenomenal quality sound like high priced headset the audio is clear and directional based on input from the games and such so can know what direction my team and enemies are in with that being said the glow feature really isn necessary but is very bright and attention getting when plugged into usb port which just runs the led lights in the earphones the bright blue would look really good on live stream or lets play if you do that sort of thing for the price paid hope these hold up with the constant going and moving around that do through the week ll come back when if they finally break fail to finish this review up and give input into the durability 
1,my son loves these especially the fact that they light up 
0,i used it in warehouse while we were assembling christmas food boxes for families in need and it made that christmas music fill the whole warehouse 
1,works perfectly for work computer
1,the keyboard works fine and the lights are pretty cool but the cable that connects it to the computer is not working it doesn fit anything usb is like there something stuck or damaged inside 
0,it was not eyeglasses friendly and caused headache after an hour 
0,i purchased this mouse on march all of sudden the mouse just don want to move in the directions need it to each time move the mouse to different templates or screens it move then pause then move little and pause again would not recommend the mouse to anyone worst mouse ve ever purchased 
0,broke after weeks of having it 
1,when first got the item the color looked off ordered the blue but fairly positive based on the images was sent mint green liked the quiet button clicks and it was nice to have in college classes for bit because it was so quiet however after only week and half the mouse wheel stopped working could feel the tension in the wheel was gone so opened it to investigate and it looked like there was small plastic rod that rotated with the wheel but the contact point between the rod and wheel was broken so it wouldn work anymore liked the aesthetics of it except for the red led used for the tracking would also overpower the rgb lights it bothered me but that didn affect the function wish this had worked better 
0,good gaming headphone for the price 
1,i bought this for my brother and tried it out before gave it to him it has amazing sound quality almost kept it for myself 
0,not good at all but did pay cheap for it uncomfortable sound is not that good and short mic wouldn buy again 
1,i purchased this to replace broken battery operated cordless mouse think dropped it one too many times thought would give this rechargeable mouse try hope that won have to recharge it too often only had to do the initial charge so far and do lot of clicking also chose this one for its flatter design my other one was higher and after using it long time my hand got stiff maybe this one won do that so far it hasn 
1,it good but for gaming don recommend this slim one it ok for normal work 
1,better then set highly recommend 
1, so far so good had previous mouse that gave out after months and check the cool colors 
0,convenient and quiet mouse
0,i ve had this for month and half it stopped working ve tried charging repeatedly and it does nothing 
0,not working after months of use
1,great quality sound and long lasting battery 
0,it broke the mouse is unresponsive the wheel is isolated it is inconvenient having to charge the mouse every few uses through cable it 
1,i love that it rechargeable and you don need batteries 
1,i initially liked this mouse because it cute it too flat to be ergonomic but that was okay except ve used it for less than month and the scroll wheel has fallen off its track it also dies very fast and needs to be recharged often don recommend it for anyone using mouse regularly 
1,this speaker rocks you will not be disappointed perfect size charge last all day even at max volume jbl procts are the best 
1,this is our second purchase my son likes it alot the first one the mic went out due to he kept putting it in his mouth great headset for the money 
0,the sound isn as good as had hoped but the awful range of the bluetooth was the absolute deal breaker fully charged it can keep solid bluetooth connection to my computer that literally feet across the living room it breaks up so bad that it was unbearable to listen to wondering if the problem was actually my computer switched to little jbl clip that have and it worked flawlessly the charge was total failure and is being returned to best buy 
1,great product excellent sound 
1,update may the speaker started crackling and became unusable fortunately it was still under warranty and jbl was very responsive in handling the return and repair just hope it lasts this is my second jbl bluetooth speaker also have the charge which am very happy with however after years the battery no longer holds charge the charge has excellent sound quality at the high mid and low ranges bought both the charge and ue megaboom for comparison purposes no contest jbl was the superior speaker for sound in my opinion the ue speaker wins for features as it comes with great app that allows for more customized sound and user experience sound quality is what care about most so kept the jbl and returned the ue 
1,i think it very good and affordable ve owned this for few months and have no complaints tbh
1,great wireless mouse the instructions were easy to follow the only thing wish it did was glow red when it needs recharging will probably purchase another one when this one dies 
1,i don like using my mouse on my laptop so having mouse is helpful and then it lights up 
1,it very comfortable headset that can play with for hours without feeling uncomfortable it very light and the cable is long which really value lot the led lights are nice touch when playing at nighttime or just wanna show off really enjoy the solid quality 
1,this is great wireless mouse at great price it comes with usb charger and quickly connected to my laptop it feels great on my palm and the cursor moves around the screen smoothly love the ability to change the mouse lighting and love how lightweight but durable it is 
0,i use for music
0,very cheap quality the lights don look like the photo it just changes from one color to another and never looks rainbow like in the photos also buttons are not silent 
0,bought this mouse in march and today it stopped working it will not charge and is now useless 
1,they do the job for sure but then you can expect it because of the price but for the price they are nice
1,i used this for my security system and works very good easy to set up
1,this headset works great it cancels out background sound and the mic sounds great 
0,really loud and clear sound
1,i recently picked up new computer and needed new mouse one that would fit the bill for my work editing video it needed to be light ergonomic and move well with sensitivity also work in low light and the led light on the mouse is nice touch the led is certainly not an essential feature but it definitely adds nice look to the product and for me is very appealing this mouse has been great all around recommend this product edit initially loved this mouse however its ability to maintain charge dramatically decreased in short order it can no longer keep charge for more than an hour or so the mouse has essentially become useless this is quite disappointment after initially enjoying the other qualities of this mouse 
1,the keys are responsive and the multi colored back lighting is an attractive feature the rechargeable battery lasts long time and charges very quickly though had small issue klim customer service was really very helpful heartily recommend this keyboard 
0,works great has lasted longer than most but still less expensive 
0,beware this mouse did not hold up it wouldn charge correctly after week had to return 
0,it was good mouse while it lasted but died on me suddenly months after purchasing purchased and died 
1,this headset is very good for how much it costs it is very good for children that sit down and play video games for while 
1,i originally ordered my granddaughter the jbl flip as surprise gift on dec rd asked her what her main gift she hoped she received she stated the jbl charge ordered it while waiting for the train at pm and had it by pm dec th perfect gift 
0,ears are too small mute doesn work mic too far from face to pick up clearly
0,was nice mouse while it lasted it is not even months old and not working turns on but then nothing 
0,it nice not to have to worry about replacing batteries 
0,its not wireless use the mouse for my hp elitebook and the only way can use it if have the charger connected
0,excelente
0,the motion is glitchy sometime it moves very slow tried different surfaces and it didn help it also goes to sleep even though took sleep mode off 
1,great headphones great sounds quality 
0,gaming
1,i bought this for home office and liked it so much bought second one for work to use instead of what the company supplied to me it everything the description says it is very comfortable too 
1,love the product will probably order another color 
0,item as described
1,great sound quality great product within the price range
0,everything
0,i like the compact shape and the changing light bar around it 
0,i acknowledge that this isn the loudest speaker jbl has to offer but with that being said let me just say that for the size of this thing there is no better speaker available period 
0,the device looks and feels good the left clicker is very sensitive and mandates that under normal use you keep your hand off of the top of the mouse on the left side or you will accidently left click the coloring is good looking but it is difficult to determine when you need to recharge the short charging cord connects to the computer so you must leave the computer on while recharging the mouse which is inconvenient but the control of the curser is good although occasionally it seems to jump to different place on the screen still not sure why that happens but it is decent value for the money once you teach yourself it quirks 
0,the mouse started off great even got two one for me and one for my son they both failed about the same time it charges for hours and then when switch it on it has double red blink and does not react same thing when plugged in 
0,this mouse worked perfectly for about months almost on the month mark exactly the scroll wheel stopped working it just spins and doesn move the cursor up and down the page looked to see if could return but the window closed month ago don be tempted by the cheap price should have stuck to name brand 
0,it nice mouse
0,bought for laptop just poor performance of mouse 
0,i just purchased jbl charger speakers mazon chargers me each they are priced on mazon at each please reconfigure my bill shelley
1,i like this gaming headset for my years old boy he like this headset because he didn heard another aound the headset have light easy to use he likes the volume botton he heard the clear voice over all he like it
1,i was super excited to use this mouse for my macbook but it won even charge would return but do not have the packaging anymore do not buy 
1,third different one purchased like this because of all the positive reviews can believe them garbage right out of the box again won pair with the usb receiver won hold battery charge all done with these rechargeable garbage wireless mice 
1,for it pretty good
1,i bought the gold it soft brushed color and it very quiet during use the brightness of the color change is soft also it fits comfortably in my palm good purchase 
0,this worked for few months had to charge it overnight week as work from home and used this mouse for my work laptop after several months it stopped holding charge and would have to be charged daily now it won charge or work super annoying because really need mouse and now have to order another one had hoped this would last lot longer than months but now putting plastic into the landfill and it sucks 
1,great buy
0,this is broken within month 
1,sound quality is great and comfortable at good price recommend 
1,i use it lot had for over month no issues have gold and it cute very easy to maneuver 
0,stopped working after months what waste 
1,very long range bluetooth super smooth for laptop gaming totally recommended 
0,stopped charging after months poor quality 
1,it takes to long to charge up fully but overall it good speaker
0,like how it fits in my hand but it kept stop working then after months stopped all together do not get it
1,great purchase
0,bought for my th grader to use in school with her laptop on daily basis she used this for quite sometime now with no issues and she very rough on her things 
1,grandson loves it he has no complaints and uses it with his xbox 
1,legitimately the thing that mattered most to me was that the cord was all covered so wouldn get the exposed wire situation and these have full rope like coverage these have that and they also have great sound quality 
1,it is very comfortable and easy to use 
0,yes 
1,my nephew loved it he feels like gamer using it 
1, super cute for the office love the one lights 
0,i use this mouse for work and it holds up for hrs it doesn take long to charge and the changing colors is plus glad purchased
0,worked for couple months doesn anymore
1,my son uses it at school he is years old when asked him this he said it good better than my other one that it
0,worked great for about week now won work love the color and that it was quiet click but disappointed that it died 
1,this is an awesome headset for the price 
1,the key board is great it is exactly what needed for my desk 
0,i did ton of research before buying this speaker we use it outside golfing at the pool at the lake one charge lasted two lake days without sacrificing sound quality would highly recommend
1,nice headset with very long cable works great solid product
1,as the title suggest it stopped working after week of use really liked the feel and look of the mouse so was pretty happy with it until today when it stopped working do not recommend 
1,the item is actually nice the size color and lights are very cute and love that is rechargeable the only issue encounter was that when you leave it idle for few seconds and then try to use it it gets super slow and lags have to turn it off and back on to have the speed back to normal don know if that is feature to save power or if mine is defective ll try to reach out to the seller has anyone else experienced this issue 
1,just got new macbook it works well with it good quality for the price 
0,cant wait to do business with again thanks again
1,i have had this mouse for two weeks for the first few days it worked great nothing has changed with my work setup fresh batteries clean underside with mouse pad and it continues to lag disappointed in the product 
1,great head set
1,love this mouse purchased the mint green for laptop works great so far dongle was tight to remove but that ok lights change color make sure to put it on the setting that looks like sun otherwise on position will leave lights on red it was delivered when it was expected 
0,good
1,i bought for my daughter works great for everything she wants school and gaming 
1,great 
0,no problems at all so far cord can get in the way at times and it in an awkward position for me but it is wired headset 
1,so far so good
1,just received the headset sound looks good think its worth the price 
1,the mouse is sturdy and the rainbow lighting feature is fun it auto shuts off after minutes think which is great for saving the battery thought that having to put it on charger would be major inconvenience it not at all the recharge is quick and only do it once week so far 
0,dead in weeks
0,first and foremost have had this keyboard almost year now the first keyboard received was doa which anyone who knows much about electronics knows that that is just how it is sometimes contacted their customer support and within week had new keyboard initially this was amazing and saw no issues but as time went on it stopped charging properly believe am on my computer long hours every day as work from home and then game at night if charge it at night with the keyboard set to off it lasts the whole day normally even then sometimes it doesn but overall it does other times even while it is plugged in it shuts off randomly making gaming hard if klim were reading this would suggest two things add some way to show battery charge on the keyboard and upgrade the battery stability this keyboard after year is acting like the one that was faulty did just year later for those who are reading this would suggest this keyboard unless you use it hours day it simply isn built for that it feels like 
